SITE CODE,Year,Month,Day,Hour,BarometricPressure(hPa),BarometricPressure(PSI)
SMO,2021,2,20,6,999.43,14.491735
SMO,2021,2,20,7,999.86,14.49797
SMO,2021,2,20,8,999.92,14.49884
SMO,2021,2,20,9,1000.14,14.50203
SMO,2021,2,20,10,999.66,14.49507
SMO,2021,2,20,11,999.07,14.486515
SMO,2021,2,20,12,998.34,14.47593
SMO,2021,2,20,13,997.56,14.46462
SMO,2021,2,20,14,997.07,14.457515
SMO,2021,2,20,15,997.11,14.458095
SMO,2021,2,20,16,997.46,14.46317
SMO,2021,2,20,17,997.89,14.469405
SMO,2021,2,20,18,998.48,14.47796
SMO,2021,2,20,19,999.12,14.48724
SMO,2021,2,20,20,999.43,14.491735
SMO,2021,2,20,21,999.13,14.487385
SMO,2021,2,20,22,998.81,14.482745
SMO,2021,2,20,23,998.63,14.480135
SMO,2021,2,21,0,997.76,14.46752
SMO,2021,2,21,1,997.16,14.45882
SMO,2021,2,21,2,997.11,14.458095
SMO,2021,2,21,3,996.86,14.45447
SMO,2021,2,21,4,996.7,14.45215
SMO,2021,2,21,5,997.25,14.460125
SMO,2021,2,21,6,997.72,14.46694
SMO,2021,2,21,7,998.08,14.47216
SMO,2021,2,21,8,998.76,14.48202
SMO,2021,2,21,9,998.92,14.48434
SMO,2021,2,21,10,998.76,14.48202
SMO,2021,2,21,11,997.64,14.46578
SMO,2021,2,21,12,997.38,14.46201
SMO,2021,2,21,13,996.47,14.448815
SMO,2021,2,21,14,996,14.442
SMO,2021,2,21,15,995.95,14.441275
SMO,2021,2,21,16,996.44,14.44838
SMO,2021,2,21,17,996.88,14.45476
SMO,2021,2,21,18,997.16,14.45882
SMO,2021,2,21,19,997.88,14.46926
SMO,2021,2,21,20,997.96,14.47042
SMO,2021,2,21,21,997.69,14.466505
SMO,2021,2,21,22,997.5,14.46375
SMO,2021,2,21,23,997.14,14.45853
SMO,2021,2,22,0,996.73,14.452585
SMO,2021,2,22,1,996.17,14.444465
SMO,2021,2,22,2,995.79,14.438955
SMO,2021,2,22,3,995.19,14.430255
SMO,2021,2,22,4,995.5,14.43475
SMO,2021,2,22,5,996.08,14.44316
SMO,2021,2,22,6,996.37,14.447365
SMO,2021,2,22,7,996.98,14.45621
SMO,2021,2,22,8,997.38,14.46201
SMO,2021,2,22,9,997.93,14.469985
SMO,2021,2,22,10,997.95,14.470275
SMO,2021,2,22,11,997.34,14.46143
SMO,2021,2,22,12,996.84,14.45418
SMO,2021,2,22,13,996.24,14.44548
SMO,2021,2,22,14,995.99,14.441855
SMO,2021,2,22,15,996.17,14.444465
SMO,2021,2,22,16,996.57,14.450265
SMO,2021,2,22,17,997.04,14.45708
SMO,2021,2,22,18,997.32,14.46114
SMO,2021,2,22,19,997.77,14.467665
SMO,2021,2,22,20,998.22,14.47419
SMO,2021,2,22,21,998.4,14.4768
SMO,2021,2,22,22,998.55,14.478975
SMO,2021,2,22,23,998.02,14.47129
SMO,2021,2,23,0,997.2,14.4594
SMO,2021,2,23,1,996.63,14.451135
SMO,2021,2,23,2,996.76,14.45302
SMO,2021,2,23,3,997.11,14.458095
SMO,2021,2,23,4,997.36,14.46172
SMO,2021,2,23,5,998.01,14.471145
SMO,2021,2,23,6,998.72,14.48144
SMO,2021,2,23,7,998.87,14.483615
SMO,2021,2,23,8,998.91,14.484195
SMO,2021,2,23,9,998.84,14.48318
SMO,2021,2,23,10,998.77,14.482165
SMO,2021,2,23,11,998.54,14.47883
SMO,2021,2,23,12,997.8,14.4681
SMO,2021,2,23,13,996.92,14.45534
SMO,2021,2,23,14,996.46,14.44867
SMO,2021,2,23,15,996.31,14.446495
SMO,2021,2,23,16,996.46,14.44867
SMO,2021,2,23,17,996.84,14.45418
SMO,2021,2,23,18,997.47,14.463315
SMO,2021,2,23,19,998.47,14.477815
SMO,2021,2,23,20,998.61,14.479845
SMO,2021,2,23,21,998.29,14.475205
SMO,2021,2,23,22,998.16,14.47332
SMO,2021,2,23,23,997.87,14.469115
SMO,2021,2,24,0,997.31,14.460995
SMO,2021,2,24,1,996.68,14.45186
SMO,2021,2,24,2,996.31,14.446495
SMO,2021,2,24,3,995.83,14.439535
SMO,2021,2,24,4,996.15,14.444175
SMO,2021,2,24,5,996.59,14.450555
SMO,2021,2,24,6,996.95,14.455775
SMO,2021,2,24,7,997.41,14.462445
SMO,2021,2,24,8,997.76,14.46752
SMO,2021,2,24,9,998.11,14.472595
SMO,2021,2,24,10,998.19,14.473755
SMO,2021,2,24,11,997.66,14.46607
SMO,2021,2,24,12,996.73,14.452585
SMO,2021,2,24,13,995.78,14.43881
SMO,2021,2,24,14,995.02,14.42779
SMO,2021,2,24,15,994.96,14.42692
SMO,2021,2,24,16,995.65,14.436925
SMO,2021,2,24,17,996.27,14.445915
SMO,2021,2,24,18,996.9,14.45505
SMO,2021,2,24,19,997.09,14.457805
SMO,2021,2,24,20,997.4,14.4623
SMO,2021,2,24,21,997.01,14.456645
SMO,2021,2,24,22,996.77,14.453165
SMO,2021,2,24,23,996.27,14.445915
SMO,2021,2,25,0,995.28,14.43156
SMO,2021,2,25,1,995.13,14.429385
SMO,2021,2,25,2,994.65,14.422425
SMO,2021,2,25,3,994.54,14.42083
SMO,2021,2,25,4,994.8,14.4246
SMO,2021,2,25,5,995.81,14.439245
SMO,2021,2,25,6,996.37,14.447365
SMO,2021,2,25,7,996.98,14.45621
SMO,2021,2,25,8,997.51,14.463895
SMO,2021,2,25,9,998.1,14.47245
SMO,2021,2,25,10,997.86,14.46897
SMO,2021,2,25,11,997.19,14.459255
SMO,2021,2,25,12,996.78,14.45331
SMO,2021,2,25,13,996.03,14.442435
SMO,2021,2,25,14,995.66,14.43707
SMO,2021,2,25,15,995.95,14.441275
SMO,2021,2,25,16,996.25,14.445625
SMO,2021,2,25,17,996.93,14.455485
SMO,2021,2,25,18,997.23,14.459835
SMO,2021,2,25,19,997.95,14.470275
SMO,2021,2,25,20,998.14,14.47303
SMO,2021,2,25,21,997.82,14.46839
SMO,2021,2,25,22,997.41,14.462445
SMO,2021,2,25,23,997.04,14.45708
SMO,2021,2,26,0,996.48,14.44896
SMO,2021,2,26,1,995.98,14.44171
SMO,2021,2,26,2,996.07,14.443015
SMO,2021,2,26,3,996.47,14.448815
SMO,2021,2,26,4,996.44,14.44838
SMO,2021,2,26,5,997.28,14.46056
SMO,2021,2,26,6,998.24,14.47448
SMO,2021,2,26,7,998.77,14.482165
SMO,2021,2,26,8,999.15,14.487675
SMO,2021,2,26,9,999.68,14.49536
SMO,2021,2,26,10,999.84,14.49768
SMO,2021,2,26,11,999.59,14.494055
SMO,2021,2,26,12,999.16,14.48782
SMO,2021,2,26,13,998.41,14.476945
SMO,2021,2,26,14,998.18,14.47361
SMO,2021,2,26,15,998.34,14.47593
SMO,2021,2,26,16,998.63,14.480135
SMO,2021,2,26,17,998.99,14.485355
SMO,2021,2,26,18,999.26,14.48927
SMO,2021,2,26,19,999.88,14.49826
SMO,2021,2,26,20,1000.24,14.50348
SMO,2021,2,26,21,1000.21,14.503045
SMO,2021,2,26,22,1000.17,14.502465
SMO,2021,2,26,23,999.97,14.499565
SMO,2021,2,27,0,999.47,14.492315
SMO,2021,2,27,1,999.12,14.48724
SMO,2021,2,27,2,998.94,14.48463
SMO,2021,2,27,3,998.47,14.477815
SMO,2021,2,27,4,998.62,14.47999
SMO,2021,2,27,5,999.24,14.48898
SMO,2021,2,27,6,999.77,14.496665
SMO,2021,2,27,7,1000.35,14.505075
SMO,2021,2,27,8,1000.77,14.511165
SMO,2021,2,27,9,1000.96,14.51392
SMO,2021,2,27,10,1000.9,14.51305
SMO,2021,2,27,11,1000.59,14.508555
SMO,2021,2,27,12,1000.31,14.504495
SMO,2021,2,27,13,999.87,14.498115
SMO,2021,2,27,14,999.33,14.490285
SMO,2021,2,27,15,999.57,14.493765
SMO,2021,2,27,16,999.96,14.49942
SMO,2021,2,27,17,1000,14.5
SMO,2021,2,27,18,1000.63,14.509135
SMO,2021,2,27,19,1001.29,14.518705
SMO,2021,2,27,20,1001.41,14.520445
SMO,2021,2,27,21,1001.09,14.515805
SMO,2021,2,27,22,1000.96,14.51392
SMO,2021,2,27,23,1000.62,14.50899
SMO,2021,2,28,0,1000.02,14.50029
SMO,2021,2,28,1,999.21,14.488545
SMO,2021,2,28,2,999.07,14.486515
SMO,2021,2,28,3,999.03,14.485935
SMO,2021,2,28,4,999.22,14.48869
SMO,2021,2,28,5,999.76,14.49652
SMO,2021,2,28,6,1000.41,14.505945
SMO,2021,2,28,7,1001.02,14.51479
SMO,2021,2,28,8,1001.57,14.522765
SMO,2021,2,28,9,1002.01,14.529145
SMO,2021,2,28,10,1002.05,14.529725
SMO,2021,2,28,11,1001.9,14.52755
SMO,2021,2,28,12,1001.54,14.52233
SMO,2021,2,28,13,1001.13,14.516385
SMO,2021,2,28,14,1000.84,14.51218
SMO,2021,2,28,15,1000.91,14.513195
SMO,2021,2,28,16,1001.2,14.5174
SMO,2021,2,28,17,1001.64,14.52378
SMO,2021,2,28,18,1002.15,14.531175
SMO,2021,2,28,19,1002.62,14.53799
SMO,2021,2,28,20,1002.89,14.541905
SMO,2021,2,28,21,1002.93,14.542485
SMO,2021,2,28,22,1002.73,14.539585
SMO,2021,2,28,23,1002.18,14.53161
SMO,2021,3,1,0,1001.38,14.52001
SMO,2021,3,1,1,1000.96,14.51392
SMO,2021,3,1,2,1000.95,14.513775
SMO,2021,3,1,3,1000.73,14.510585
SMO,2021,3,1,4,1000.94,14.51363
SMO,2021,3,1,5,1001.5,14.52175
SMO,2021,3,1,6,1002.04,14.52958
SMO,2021,3,1,7,1002.37,14.534365
SMO,2021,3,1,8,1002.69,14.539005
SMO,2021,3,1,9,1003.14,14.54553
SMO,2021,3,1,10,1003.11,14.545095
SMO,2021,3,1,11,1002.76,14.54002
SMO,2021,3,1,12,1002.41,14.534945
SMO,2021,3,1,13,1001.84,14.52668
SMO,2021,3,1,14,1001.6,14.5232
SMO,2021,3,1,15,1001.8,14.5261
SMO,2021,3,1,16,1002.17,14.531465
SMO,2021,3,1,17,1002.46,14.53567
SMO,2021,3,1,18,1002.9,14.54205
SMO,2021,3,1,19,1003.43,14.549735
SMO,2021,3,1,20,1003.56,14.55162
SMO,2021,3,1,21,1003.25,14.547125
SMO,2021,3,1,22,1003.05,14.544225
SMO,2021,3,1,23,1002.42,14.53509
SMO,2021,3,2,0,1001.88,14.52726
SMO,2021,3,2,1,1001.53,14.522185
SMO,2021,3,2,2,1001.37,14.519865
SMO,2021,3,2,3,1000.96,14.51392
SMO,2021,3,2,4,1001.32,14.51914
SMO,2021,3,2,5,1001.96,14.52842
SMO,2021,3,2,6,1002.61,14.537845
SMO,2021,3,2,7,1003.18,14.54611
SMO,2021,3,2,8,1003.7,14.55365
SMO,2021,3,2,9,1003.96,14.55742
SMO,2021,3,2,10,1003.45,14.550025
SMO,2021,3,2,11,1002.96,14.54292
SMO,2021,3,2,12,1002.46,14.53567
SMO,2021,3,2,13,1001.8,14.5261
SMO,2021,3,2,14,1001.48,14.52146
SMO,2021,3,2,15,1001.66,14.52407
SMO,2021,3,2,16,1002.07,14.530015
SMO,2021,3,2,17,1002.48,14.53596
SMO,2021,3,2,18,1003.17,14.545965
SMO,2021,3,2,19,1003.45,14.550025
SMO,2021,3,2,20,1003.47,14.550315
SMO,2021,3,2,21,1003.4,14.5493
SMO,2021,3,2,22,1003.31,14.547995
SMO,2021,3,2,23,1002.96,14.54292
SMO,2021,3,3,0,1002.18,14.53161
SMO,2021,3,3,1,1001.64,14.52378
SMO,2021,3,3,2,1001.15,14.516675
SMO,2021,3,3,3,1000.96,14.51392
SMO,2021,3,3,4,1001.1,14.51595
SMO,2021,3,3,5,1001.62,14.52349
SMO,2021,3,3,6,1002.45,14.535525
SMO,2021,3,3,7,1002.99,14.543355
SMO,2021,3,3,8,1003.34,14.54843
SMO,2021,3,3,9,1003.46,14.55017
SMO,2021,3,3,10,1003.34,14.54843
SMO,2021,3,3,11,1002.82,14.54089
SMO,2021,3,3,12,1002.21,14.532045
SMO,2021,3,3,13,1001.64,14.52378
SMO,2021,3,3,14,1001.29,14.518705
SMO,2021,3,3,15,1001.31,14.518995
SMO,2021,3,3,16,1001.66,14.52407
SMO,2021,3,3,17,1001.85,14.526825
SMO,2021,3,3,18,1002.17,14.531465
SMO,2021,3,3,19,1002.74,14.53973
SMO,2021,3,3,20,1002.69,14.539005
SMO,2021,3,3,21,1002.56,14.53712
SMO,2021,3,3,22,1002.14,14.53103
SMO,2021,3,3,23,1001.52,14.52204
SMO,2021,3,4,0,1000.96,14.51392
SMO,2021,3,4,1,1000.42,14.50609
SMO,2021,3,4,2,1000.21,14.503045
SMO,2021,3,4,3,1000.08,14.50116
SMO,2021,3,4,4,1000.28,14.50406
SMO,2021,3,4,5,1000.67,14.509715
SMO,2021,3,4,6,1001.27,14.518415
SMO,2021,3,4,7,1001.65,14.523925
SMO,2021,3,4,8,1001.89,14.527405
SMO,2021,3,4,9,1001.89,14.527405
SMO,2021,3,4,10,1001.7,14.52465
SMO,2021,3,4,11,1001.32,14.51914
SMO,2021,3,4,12,1000.99,14.514355
SMO,2021,3,4,13,1000.48,14.50696
SMO,2021,3,4,14,1000.14,14.50203
SMO,2021,3,4,15,1000.24,14.50348
SMO,2021,3,4,16,1000.63,14.509135
SMO,2021,3,4,17,1000.98,14.51421
SMO,2021,3,4,18,1001.35,14.519575
SMO,2021,3,4,19,1001.74,14.52523
SMO,2021,3,4,20,1001.53,14.522185
SMO,2021,3,4,21,1001.15,14.516675
SMO,2021,3,4,22,1000.95,14.513775
SMO,2021,3,4,23,1000.78,14.51131
SMO,2021,3,5,0,1000.37,14.505365
SMO,2021,3,5,1,1000.11,14.501595
SMO,2021,3,5,2,999.87,14.498115
SMO,2021,3,5,3,1000.04,14.50058
SMO,2021,3,5,4,1000.08,14.50116
SMO,2021,3,5,5,1000.45,14.506525
SMO,2021,3,5,6,1001.13,14.516385
SMO,2021,3,5,7,1001.43,14.520735
SMO,2021,3,5,8,1001.94,14.52813
SMO,2021,3,5,9,1002.25,14.532625
SMO,2021,3,5,10,1002.28,14.53306
SMO,2021,3,5,11,1001.74,14.52523
SMO,2021,3,5,12,1001.16,14.51682
SMO,2021,3,5,13,1000.88,14.51276
SMO,2021,3,5,14,1000.78,14.51131
SMO,2021,3,5,15,1000.75,14.510875
SMO,2021,3,5,16,1001.05,14.515225
SMO,2021,3,5,17,1001.24,14.51798
SMO,2021,3,5,18,1001.7,14.52465
SMO,2021,3,5,19,1002.25,14.532625
SMO,2021,3,5,20,1002.57,14.537265
SMO,2021,3,5,21,1002.55,14.536975
SMO,2021,3,5,22,1002.13,14.530885
SMO,2021,3,5,23,1001.7,14.52465
SMO,2021,3,6,0,1001.13,14.516385
SMO,2021,3,6,1,1000.73,14.510585
SMO,2021,3,6,2,1000.46,14.50667
SMO,2021,3,6,3,1000.35,14.505075
SMO,2021,3,6,4,1000.27,14.503915
SMO,2021,3,6,5,1000.93,14.513485
SMO,2021,3,6,6,1001.9,14.52755
SMO,2021,3,6,7,1002.54,14.53683
SMO,2021,3,6,8,1002.82,14.54089
SMO,2021,3,6,9,1002.86,14.54147
SMO,2021,3,6,10,1002.47,14.535815
SMO,2021,3,6,11,1002.04,14.52958
SMO,2021,3,6,12,1001.51,14.521895
SMO,2021,3,6,13,1001.01,14.514645
SMO,2021,3,6,14,1000.71,14.510295
SMO,2021,3,6,15,1001.12,14.51624
SMO,2021,3,6,16,1001.86,14.52697
SMO,2021,3,6,17,1002.13,14.530885
SMO,2021,3,6,18,1002.89,14.541905
SMO,2021,3,6,19,1003.29,14.547705
SMO,2021,3,6,20,1003.35,14.548575
SMO,2021,3,6,21,1003.05,14.544225
SMO,2021,3,6,22,1002.57,14.537265
SMO,2021,3,6,23,1002.11,14.530595
SMO,2021,3,7,0,1001.23,14.517835
SMO,2021,3,7,1,1000.66,14.50957
SMO,2021,3,7,2,1000.5,14.50725
SMO,2021,3,7,3,1000.85,14.512325
SMO,2021,3,7,4,1001.03,14.514935
SMO,2021,3,7,5,1001.61,14.523345
SMO,2021,3,7,6,1002.15,14.531175
SMO,2021,3,7,7,1002.7,14.53915
SMO,2021,3,7,8,1003.16,14.54582
SMO,2021,3,7,9,1003.58,14.55191
SMO,2021,3,7,10,1003.4,14.5493
SMO,2021,3,7,11,1002.86,14.54147
SMO,2021,3,7,12,1002.3,14.53335
SMO,2021,3,7,13,1001.8,14.5261
SMO,2021,3,7,14,1001.36,14.51972
SMO,2021,3,7,15,1001.32,14.51914
SMO,2021,3,7,16,1001.76,14.52552
SMO,2021,3,7,17,1002.11,14.530595
SMO,2021,3,7,18,1002.63,14.538135
SMO,2021,3,7,19,1002.92,14.54234
SMO,2021,3,7,20,1003.02,14.54379
SMO,2021,3,7,21,1002.56,14.53712
SMO,2021,3,7,22,1002.09,14.530305
SMO,2021,3,7,23,1001.4,14.5203
SMO,2021,3,8,0,1000.5,14.50725
SMO,2021,3,8,1,1000.01,14.500145
SMO,2021,3,8,2,999.84,14.49768
SMO,2021,3,8,3,999.83,14.497535
SMO,2021,3,8,4,1000.01,14.500145
SMO,2021,3,8,5,1000.71,14.510295
SMO,2021,3,8,6,1000.95,14.513775
SMO,2021,3,8,7,1001.15,14.516675
SMO,2021,3,8,8,1001.52,14.52204
SMO,2021,3,8,9,1001.68,14.52436
SMO,2021,3,8,10,1001.44,14.52088
SMO,2021,3,8,11,1001.02,14.51479
SMO,2021,3,8,12,1000.46,14.50667
SMO,2021,3,8,13,999.99,14.499855
SMO,2021,3,8,14,999.49,14.492605
SMO,2021,3,8,15,999.43,14.491735
SMO,2021,3,8,16,999.86,14.49797
SMO,2021,3,8,17,1000.48,14.50696
SMO,2021,3,8,18,1001.29,14.518705
SMO,2021,3,8,19,1002.05,14.529725
SMO,2021,3,8,20,1001.91,14.527695
SMO,2021,3,8,21,1001.73,14.525085
SMO,2021,3,8,22,1001.05,14.515225
SMO,2021,3,8,23,1000.66,14.50957
SMO,2021,3,9,0,1000.08,14.50116
SMO,2021,3,9,1,999.51,14.492895
SMO,2021,3,9,2,998.77,14.482165
SMO,2021,3,9,3,998.68,14.48086
SMO,2021,3,9,4,998.96,14.48492
SMO,2021,3,9,5,999.97,14.499565
SMO,2021,3,9,6,1000.55,14.507975
SMO,2021,3,9,7,1001.48,14.52146
SMO,2021,3,9,8,1001.96,14.52842
SMO,2021,3,9,9,1002.48,14.53596
SMO,2021,3,9,10,1001.92,14.52784
SMO,2021,3,9,11,1001,14.5145
SMO,2021,3,9,12,1000.06,14.50087
SMO,2021,3,9,13,999.91,14.498695
SMO,2021,3,9,14,999.26,14.48927
SMO,2021,3,9,15,999.68,14.49536
SMO,2021,3,9,16,1000.53,14.507685
SMO,2021,3,9,17,1001.36,14.51972
SMO,2021,3,9,18,1002.03,14.529435
SMO,2021,3,9,19,1002.67,14.538715
SMO,2021,3,9,20,1002.85,14.541325
SMO,2021,3,9,21,1002.68,14.53886
SMO,2021,3,9,22,1002.19,14.531755
SMO,2021,3,9,23,1001.84,14.52668
SMO,2021,3,10,0,1001.12,14.51624
SMO,2021,3,10,1,1000.55,14.507975
SMO,2021,3,10,2,1000.41,14.505945
SMO,2021,3,10,3,1000.47,14.506815
SMO,2021,3,10,4,1000.8,14.5116
SMO,2021,3,10,5,1001.39,14.520155
SMO,2021,3,10,6,1002.28,14.53306
SMO,2021,3,10,7,1002.99,14.543355
SMO,2021,3,10,8,1003.24,14.54698
SMO,2021,3,10,9,1003.42,14.54959
SMO,2021,3,10,10,1003.43,14.549735
SMO,2021,3,10,11,1002.74,14.53973
SMO,2021,3,10,12,1002.07,14.530015
SMO,2021,3,10,13,1002.04,14.52958
SMO,2021,3,10,14,1001.66,14.52407
SMO,2021,3,10,15,1002.02,14.52929
SMO,2021,3,10,16,1002.56,14.53712
SMO,2021,3,10,17,1002.99,14.543355
SMO,2021,3,10,18,1003.59,14.552055
SMO,2021,3,10,19,1004.01,14.558145
SMO,2021,3,10,20,1004.23,14.561335
SMO,2021,3,10,21,1004.03,14.558435
SMO,2021,3,10,22,1003.7,14.55365
SMO,2021,3,10,23,1003.37,14.548865
SMO,2021,3,11,0,1002.72,14.53944
SMO,2021,3,11,1,1002.1,14.53045
SMO,2021,3,11,2,1001.82,14.52639
SMO,2021,3,11,3,1001.82,14.52639
SMO,2021,3,11,4,1002.04,14.52958
SMO,2021,3,11,5,1002.66,14.53857
SMO,2021,3,11,6,1003.37,14.548865
SMO,2021,3,11,7,1003.86,14.55597
SMO,2021,3,11,8,1004.32,14.56264
SMO,2021,3,11,9,1004.6,14.5667
SMO,2021,3,11,10,1004.47,14.564815
SMO,2021,3,11,11,1003.87,14.556115
SMO,2021,3,11,12,1003.3,14.54785
SMO,2021,3,11,13,1002.9,14.54205
SMO,2021,3,11,14,1002.27,14.532915
SMO,2021,3,11,15,1002.32,14.53364
SMO,2021,3,11,16,1002.6,14.5377
SMO,2021,3,11,17,1003.02,14.54379
SMO,2021,3,11,18,1003.75,14.554375
SMO,2021,3,11,19,1004.33,14.562785
SMO,2021,3,11,20,1004.43,14.564235
SMO,2021,3,11,21,1004.18,14.56061
SMO,2021,3,11,22,1004.02,14.55829
SMO,2021,3,11,23,1003.56,14.55162
SMO,2021,3,12,0,1002.77,14.540165
SMO,2021,3,12,1,1002.1,14.53045
SMO,2021,3,12,2,1001.92,14.52784
SMO,2021,3,12,3,1001.67,14.524215
SMO,2021,3,12,4,1001.71,14.524795
SMO,2021,3,12,5,1002.01,14.529145
SMO,2021,3,12,6,1002.54,14.53683
SMO,2021,3,12,7,1003.13,14.545385
SMO,2021,3,12,8,1003.59,14.552055
SMO,2021,3,12,9,1003.94,14.55713
SMO,2021,3,12,10,1003.98,14.55771
SMO,2021,3,12,11,1003.45,14.550025
SMO,2021,3,12,12,1003.06,14.54437
SMO,2021,3,12,13,1002.69,14.539005
SMO,2021,3,12,14,1002.35,14.534075
SMO,2021,3,12,15,1002.22,14.53219
SMO,2021,3,12,16,1002.55,14.536975
SMO,2021,3,12,17,1002.97,14.543065
SMO,2021,3,12,18,1003.21,14.546545
SMO,2021,3,12,19,1003.76,14.55452
SMO,2021,3,12,20,1004.31,14.562495
SMO,2021,3,12,21,1004.12,14.55974
SMO,2021,3,12,22,1003.76,14.55452
SMO,2021,3,12,23,1003.02,14.54379
SMO,2021,3,13,0,1002.27,14.532915
SMO,2021,3,13,1,1001.67,14.524215
SMO,2021,3,13,2,1001.4,14.5203
SMO,2021,3,13,3,1001.23,14.517835
SMO,2021,3,13,4,1001.23,14.517835
SMO,2021,3,13,5,1001.58,14.52291
SMO,2021,3,13,6,1002.29,14.533205
SMO,2021,3,13,7,1003.01,14.543645
SMO,2021,3,13,8,1003.6,14.5522
SMO,2021,3,13,9,1003.92,14.55684
SMO,2021,3,13,10,1003.76,14.55452
SMO,2021,3,13,11,1003.32,14.54814
SMO,2021,3,13,12,1002.82,14.54089
SMO,2021,3,13,13,1002.51,14.536395
SMO,2021,3,13,14,1002.09,14.530305
SMO,2021,3,13,15,1002,14.529
SMO,2021,3,13,16,1002.36,14.53422
SMO,2021,3,13,17,1002.83,14.541035
SMO,2021,3,13,18,1003.32,14.54814
SMO,2021,3,13,19,1003.82,14.55539
SMO,2021,3,13,20,1004.17,14.560465
SMO,2021,3,13,21,1004.2,14.5609
SMO,2021,3,13,22,1003.94,14.55713
SMO,2021,3,13,23,1003.15,14.545675
SMO,2021,3,14,0,1002.4,14.5348
SMO,2021,3,14,1,1001.72,14.52494
SMO,2021,3,14,2,1001.33,14.519285
SMO,2021,3,14,3,1001.01,14.514645
SMO,2021,3,14,4,1001.13,14.516385
SMO,2021,3,14,5,1001.62,14.52349
SMO,2021,3,14,6,1002.37,14.534365
SMO,2021,3,14,7,1003.01,14.543645
SMO,2021,3,14,8,1003.57,14.551765
SMO,2021,3,14,9,1003.96,14.55742
SMO,2021,3,14,10,1003.84,14.55568
SMO,2021,3,14,11,1003.35,14.548575
SMO,2021,3,14,12,1002.74,14.53973
SMO,2021,3,14,13,1002.21,14.532045
SMO,2021,3,14,14,1002.04,14.52958
SMO,2021,3,14,15,1001.9,14.52755
SMO,2021,3,14,16,1001.84,14.52668
SMO,2021,3,14,17,1002.12,14.53074
SMO,2021,3,14,18,1002.58,14.53741
SMO,2021,3,14,19,1003.14,14.54553
SMO,2021,3,14,20,1003.44,14.54988
SMO,2021,3,14,21,1003.39,14.549155
SMO,2021,3,14,22,1002.87,14.541615
SMO,2021,3,14,23,1002.27,14.532915
SMO,2021,3,15,0,1001.71,14.524795
SMO,2021,3,15,1,1001.08,14.51566
SMO,2021,3,15,2,1000.54,14.50783
SMO,2021,3,15,3,1000.4,14.5058
SMO,2021,3,15,4,1000.54,14.50783
SMO,2021,3,15,5,1001.14,14.51653
SMO,2021,3,15,6,1001.9,14.52755
SMO,2021,3,15,7,1002.45,14.535525
SMO,2021,3,15,8,1003.04,14.54408
SMO,2021,3,15,9,1003.45,14.550025
SMO,2021,3,15,10,1003.49,14.550605
SMO,2021,3,15,11,1002.95,14.542775
SMO,2021,3,15,12,1002.3,14.53335
SMO,2021,3,15,13,1001.92,14.52784
SMO,2021,3,15,14,1001.7,14.52465
SMO,2021,3,15,15,1001.77,14.525665
SMO,2021,3,15,16,1002.05,14.529725
SMO,2021,3,15,17,1002.44,14.53538
SMO,2021,3,15,18,1002.56,14.53712
SMO,2021,3,15,19,1002.99,14.543355
SMO,2021,3,15,20,1003.34,14.54843
SMO,2021,3,15,21,1003.1,14.54495
SMO,2021,3,15,22,1002.75,14.539875
SMO,2021,3,15,23,1002.09,14.530305
SMO,2021,3,16,0,1001.39,14.520155
SMO,2021,3,16,1,1000.47,14.506815
SMO,2021,3,16,2,999.93,14.498985
SMO,2021,3,16,3,999.71,14.495795
SMO,2021,3,16,4,999.91,14.498695
SMO,2021,3,16,5,1000.3,14.50435
SMO,2021,3,16,6,1001.02,14.51479
SMO,2021,3,16,7,1001.57,14.522765
SMO,2021,3,16,8,1002.28,14.53306
SMO,2021,3,16,9,1002.73,14.539585
SMO,2021,3,16,10,1002.7,14.53915
SMO,2021,3,16,11,1002.24,14.53248
SMO,2021,3,16,12,1001.75,14.525375
SMO,2021,3,16,13,1001.17,14.516965
SMO,2021,3,16,14,1000.92,14.51334
SMO,2021,3,16,15,1000.69,14.510005
SMO,2021,3,16,16,1001.01,14.514645
SMO,2021,3,16,17,1001.42,14.52059
SMO,2021,3,16,18,1001.77,14.525665
SMO,2021,3,16,19,1001.99,14.528855
SMO,2021,3,16,20,1002.01,14.529145
SMO,2021,3,16,21,1001.61,14.523345
SMO,2021,3,16,22,1001.37,14.519865
SMO,2021,3,16,23,1000.88,14.51276
SMO,2021,3,17,0,1000.27,14.503915
SMO,2021,3,17,1,999.52,14.49304
SMO,2021,3,17,2,999.37,14.490865
SMO,2021,3,17,3,999.32,14.49014
SMO,2021,3,17,4,999.49,14.492605
SMO,2021,3,17,5,1000.05,14.500725
SMO,2021,3,17,6,1000.57,14.508265
SMO,2021,3,17,7,1001.13,14.516385
SMO,2021,3,17,8,1001.68,14.52436
SMO,2021,3,17,9,1001.87,14.527115
SMO,2021,3,17,10,1001.59,14.523055
SMO,2021,3,17,11,1001.02,14.51479
SMO,2021,3,17,12,1000.49,14.507105
SMO,2021,3,17,13,999.86,14.49797
SMO,2021,3,17,14,999.56,14.49362
SMO,2021,3,17,15,999.72,14.49594
SMO,2021,3,17,16,1000.35,14.505075
SMO,2021,3,17,17,1000.78,14.51131
SMO,2021,3,17,18,1001.05,14.515225
SMO,2021,3,17,19,1001.51,14.521895
SMO,2021,3,17,20,1001.54,14.52233
