 Usage ,Days of Usage,Billed Amount for Water,MTH/YR OF BILLING,Route#,LOSADD,RSP,Rate,LOMETW,Meter Size,,
" 9,833 ",28,57.71,202205,359,LEONE,RES,R,83508873,"5/8""",,
" 1,190 ",28,20.35,202205,358,FUTIGA,RES,R,83508872,"5/8""",,
" 7,016 ",28,45.54,202205,358,FUTIGA,RES,R,83508871,"5/8""",,
" 4,718 ",28,35.6,202205,358,FUTIGA,RES,R,83508870,"5/8""",,
" 2,285 ",28,25.61,202205,358,FUTIGA,SGS,C,83508869,"5/8""",,
" 12,190 ",28,68.99,202205,358,ILIILI,RES,R,83508868,"5/8""",,
" 25,894 ",28,138.01,202205,358,FUTIGA,RES,R,83508867,"5/8""",,
" 2,951 ",28,27.97,202205,358,FUTIGA,RES,R,83508866,"5/8""",,
" 1,560 ",28,21.96,202205,358,FUTIGA,RES,R,83508865,"5/8""",,
" 13,404 ",28,74.84,202205,358,FUTIGA,RES,R,83508864,"5/8""",,
" 4,569 ",28,34.96,202205,358,FUTIGA,RES,R,83508863,"5/8""",,
" 17,769 ",28,95.89,202205,358,ILIILI,RES,R,83508862,"5/8""",,
" 7,503 ",28,47.64,202205,358,ILIILI,RES,R,83508861,"5/8""",,
" 2,323 ",28,25.25,202205,358,ILIILI,RES,R,83508860,"5/8""",,
" 8,527 ",28,52.06,202205,358,ILIILI,RES,R,83508859,"5/8""",,
" 15,135 ",28,83.19,202205,358,ILIILI,RES,R,83508858,"5/8""",,
" 7,407 ",28,47.22,202205,358,MALAELOA,RES,R,83508857,"5/8""",,
" 3,593 ",28,30.74,202205,358,FUTIGA,RES,R,83508856,"5/8""",,
" 3,563 ",28,30.61,202205,358,MALAELOA,RES,R,83508855,"5/8""",,
" 7,685 ",28,48.42,202205,358,MALAELOA,RES,R,83508854,"5/8""",,
" 7,624 ",28,48.16,202205,358,FUTIGA,RES,R,83508853,"5/8""",,
" 8,293 ",28,51.06,202205,358,MALAELOA,RES,R,83508852,"5/8""",,
" 9,664 ",28,56.98,202205,358,MALAELOA,RES,R,83508850,"5/8""",,
" 19,439 ",30,103.94,202205,207,PAGO PAGO,RES,R,83508848,"5/8""",,
" 3,247 ",38,29.99,202205,312,TAFUNA,SGS,C,83508847,"5/8""",,
" 6,321 ",28,42.53,202205,358,MALAELOA,RES,R,83508846,"5/8""",,
" 4,172 ",38,33.24,202205,222,AUA,RES,R,83508844,"5/8""",,
" 5,272 ",32,37.99,202205,222,AUA,RES,R,83508843,"5/8""",,
" 11,829 ",32,67.25,202205,222,AUA,RES,R,83508842,"5/8""",,
" 11,656 ",32,68.27,202205,222,AUA,SGS,C,83508841,"5/8""",,
" 13,045 ",32,73.11,202205,222,AUA,RES,R,83508840,"5/8""",,
" 14,088 ",32,78.14,202205,222,AUA,RES,R,83508839,"5/8""",,
 189 ,32,16.02,202205,222,AUA,RES,R,83508838,"5/8""",,
 815 ,32,18.92,202205,222,AUA,ASG,GL2,83508837,"5/8""",,
" 18,351 ",32,98.75,202205,222,AUA,ASG,GG2,83508836,"5/8""",,
" 2,285 ",32,25.08,202205,222,AUA,RES,R,83508835,"5/8""",,
" 4,172 ",32,33.24,202205,222,AUA,RES,R,83508834,"5/8""",,
" 17,081 ",32,92.58,202205,222,AUA,RES,R,83508833,"5/8""",,
" 6,078 ",32,41.48,202205,222,AUA,RES,R,83508832,"5/8""",,
" 12,909 ",32,72.46,202205,222,AUA,RES,R,83508830,"5/8""",,
" 26,553 ",32,141.53,202205,222,AUA,RES,R,83508829,"5/8""",,
" 13,367 ",32,74.67,202205,222,AUA,RES,R,83508828,"5/8""",,
" 5,374 ",32,38.43,202205,222,AUA,RES,R,83508827,"5/8""",,
" 13,570 ",32,75.65,202205,222,AUA,RES,R,83508826,"5/8""",,
 -   ,30,15.21,202205,219,FAGAALU,RES,R,83508825,"5/8""",,
" 5,986 ",32,41.08,202205,222,AUA,RES,R,83508824,"5/8""",,
" 14,766 ",32,81.41,202205,222,AUA,RES,R,83508823,"5/8""",,
" 5,128 ",32,37.37,202205,222,AUA,RES,R,83508822,"5/8""",,
" 23,603 ",32,125.82,202205,222,AUA,RES,R,83508821,"5/8""",,
" 23,033 ",32,122.79,202205,202,PAGO PAGO,RES,R,83508820,"5/8""",,
" 11,194 ",32,64.18,202205,222,AUA,RES,R,83508818,"5/8""",,
 -   ,32,15.21,202205,222,AUA,RES,R,83508816,"5/8""",,
" 12,005 ",32,68.1,202205,111,AUA,RES,R,83508814,"5/8""",,
" 2,879 ",32,27.66,202205,111,AUA,RES,R,83508813,"5/8""",,
" 5,152 ",32,37.47,202205,111,AUA,RES,R,83508812,"5/8""",,
" 6,022 ",32,41.23,202205,111,AUA,RES,R,83508811,"5/8""",,
" 1,822 ",32,23.08,202205,111,AUA,RES,R,83508810,"5/8""",,
" 5,936 ",32,40.86,202205,111,AUA,RES,R,83508809,"5/8""",,
" 9,235 ",30,55.13,202205,334,ILIILI,RES,R,83508808,"5/8""",,
" 8,272 ",32,50.96,202205,111,AUA,RES,R,83508807,"5/8""",,
" 11,626 ",30,66.27,202205,336,VAITOGI,RES,R,83508806,"5/8""",,
" 5,519 ",32,39.07,202205,111,AUA,RES,R,83508805,"5/8""",,
" 63,727 ",32,356.23,202205,111,AUA,RES,R,83508804,"5/8""",,
" 5,199 ",32,37.68,202205,111,AUA,RES,R,83508803,"5/8""",,
 527 ,32,17.49,202205,111,AUA,RES,R,83508802,"5/8""",,
" 13,237 ",32,74.04,202205,111,AUA,RES,R,83508801,"5/8""",,
" 6,155 ",28,41.81,202205,362,TAPUTIMU,RES,R,83508800,"5/8""",,
" 27,017 ",32,144,202205,111,AUA,RES,R,83508799,"5/8""",,
" 10,876 ",32,62.66,202205,111,AUA,RES,R,83508798,"5/8""",,
" 1,226 ",32,20.51,202205,111,AUA,RES,R,83508797,"5/8""",,
" 20,087 ",32,107.11,202205,111,AUA,RES,R,83508796,"5/8""",,
" 14,510 ",32,80.17,202205,111,AUA,RES,R,83508795,"5/8""",,
" 8,930 ",32,55.86,202205,111,AUA,SGS,C,83508794,"5/8""",,
" 9,354 ",32,55.63,202205,111,AUA,RES,R,83508793,"5/8""",,
" 6,334 ",32,42.59,202205,111,AUA,RES,R,83508792,"5/8""",,
" 27,368 ",32,145.86,202205,111,AUA,RES,R,83508791,"5/8""",,
" 8,212 ",32,52.59,202205,111,AUA,SGS,C,83508789,"5/8""",,
" 4,980 ",32,36.73,202205,111,AUA,RES,R,83508788,"5/8""",,
" 9,562 ",32,56.54,202205,111,AUA,RES,R,83508787,"5/8""",,
" 4,246 ",32,33.56,202205,111,AUA,RES,R,83508786,"5/8""",,
 893 ,32,19.27,202205,111,AUA,SGS,C,83508785,"5/8""",,
" 2,239 ",32,24.89,202205,111,AUA,RES,R,83508784,"5/8""",,
" 8,222 ",32,50.75,202205,111,AUA,RES,R,83508783,"5/8""",,
" 1,180 ",32,20.31,202205,111,AUA,RES,R,83508782,"5/8""",,
" 1,785 ",32,22.92,202205,111,AUA,RES,R,83508781,"5/8""",,
" 2,800 ",32,27.32,202205,111,AUA,RES,R,83508780,"5/8""",,
 853 ,32,18.9,202205,111,AUA,RES,R,83508778,"5/8""",,
 710 ,25,18.28,202205,223,AUA,RES,R,83508777,"5/8""",,
" 2,443 ",32,25.77,202205,223,AUA,RES,R,83508776,"5/8""",,
" 1,988 ",32,23.8,202205,223,AUA,RES,R,83508775,"5/8""",,
" 26,023 ",32,138.7,202205,223,AUA,RES,R,83508774,"5/8""",,
" 15,143 ",32,83.23,202205,223,AUA,RES,R,83508773,"5/8""",,
" 5,503 ",32,39,202205,223,AUA,RES,R,83508772,"5/8""",,
 369 ,30,16.89,202205,207,PAGO PAGO,SGS,C,83508771,"5/8""",,
 801 ,32,18.67,202205,223,AUA,RES,R,83508770,"5/8""",,
" 3,292 ",32,29.44,202205,223,AUA,RES,R,83508768,"5/8""",,
" 51,953 ",28,287.68,202205,408,AASU,RES,R,83508767,"5/8""",,
" 10,338 ",32,60.06,202205,223,AUA,RES,R,83508765,"5/8""",,
" 6,431 ",8,34.29,202205,110,AUA,RES,R,83508764,"5/8""",,
" 27,178 ",32,144.85,202205,223,AUA,RES,R,83508763,"5/8""",,
" 14,358 ",32,79.44,202205,223,AUA,RES,R,83508762,"5/8""",,
" 2,582 ",32,26.37,202205,223,AUA,RES,R,83508761,"5/8""",,
" 3,130 ",32,28.74,202205,223,AUA,RES,R,83508760,"5/8""",,
" 6,633 ",32,43.88,202205,223,AUA,RES,R,83508759,"5/8""",,
" 3,147 ",32,28.81,202205,223,AUA,RES,R,83508758,"5/8""",,
" 44,010 ",32,241.43,202205,223,AUA,RES,R,83508757,"5/8""",,
" 13,093 ",32,73.35,202205,223,AUA,RES,R,83508756,"5/8""",,
" 9,211 ",32,55.02,202205,223,AUA,RES,R,83508755,"5/8""",,
" 8,200 ",32,50.65,202205,223,AUA,RES,R,83508754,"5/8""",,
" 10,434 ",32,60.52,202205,223,AUA,RES,R,83508753,"5/8""",,
 722 ,32,18.49,202205,310,TAFUNA,ASG,GL2,83508751,"5/8""",,
" 10,367 ",32,60.2,202205,223,AUA,RES,R,83508750,"5/8""",,
" 17,373 ",26,93.99,202205,223,AUA,RES,R,83508749,"5/8""",,
" 13,086 ",28,73.31,202205,369,LEONE,RES,R,83508748,"5/8""",,
" 9,373 ",32,55.72,202205,223,AUA,RES,R,83508747,"5/8""",,
" 2,540 ",25,26.19,202205,223,AUA,RES,R,83508746,"5/8""",,
" 5,626 ",28,39.53,202205,348,PAVAIAI,RES,R,83508745,"5/8""",,
" 1,281 ",32,20.75,202205,223,AUA,RES,R,83508744,"5/8""",,
" 6,904 ",32,45.05,202205,223,AUA,RES,R,83508743,"5/8""",,
" 5,196 ",25,37.66,202205,223,AUA,RES,R,83508742,"5/8""",,
 27 ,32,15.33,202205,112,AMAUA,RES,R,83508741,"5/8""",,
" 5,339 ",32,38.29,202205,223,AUA,RES,R,83508740,"5/8""",,
" 8,624 ",32,52.48,202205,223,AUA,RES,R,83508739,"5/8""",,
" 2,010 ",32,23.9,202205,223,AUA,RES,R,83508738,"5/8""",,
" 6,894 ",32,45.01,202205,223,AUA,RES,R,83508737,"5/8""",,
" 10,012 ",32,58.49,202205,223,AUA,RES,R,83508736,"5/8""",,
" 7,307 ",32,46.79,202205,223,AUA,RES,R,83508735,"5/8""",,
 805 ,32,18.69,202205,223,AUA,RES,R,83508734,"5/8""",,
 486 ,32,17.31,202205,223,AUA,RES,R,83508733,"5/8""",,
" 7,806 ",32,48.94,202205,223,AUA,RES,R,83508732,"5/8""",,
" 6,306 ",32,42.46,202205,223,AUA,RES,R,83508731,"5/8""",,
" 7,718 ",32,48.57,202205,223,AUA,RES,R,83508730,"5/8""",,
" 7,138 ",32,46.06,202205,107,ALOFAU,RES,R,83508729,"5/8""",,
" 13,715 ",32,77.64,202205,223,AUA,SGS,C,83508728,"5/8""",,
" 4,262 ",32,33.64,202205,223,AUA,RES,R,83508727,"5/8""",,
" 10,513 ",32,60.9,202205,223,AUA,RES,R,83508726,"5/8""",,
" 4,116 ",32,33,202205,323,TAFUNA,RES,R,83508725,"5/8""",,
" 7,637 ",28,48.22,202205,358,FUTIGA,RES,R,83508724,"5/8""",,
" 14,115 ",28,78.27,202205,358,FUTIGA,RES,R,83508723,"5/8""",,
" 8,750 ",30,55.04,202205,306,NUUULI,SGS,C,83508722,"5/8""",,
" 2,770 ",30,27.18,202205,301,NUUULI,RES,R,83508721,"5/8""",,
" 63,908 ",28,357.28,202205,358,FUTIGA,RES,R,83508720,"5/8""",,
" 4,565 ",30,34.94,202205,325,TAFUNA,RES,R,83508719,"5/8""",,
" 19,129 ",28,102.45,202205,358,FUTIGA,RES,R,83508718,"5/8""",,
" 14,969 ",28,82.39,202205,358,FUTIGA,RES,R,83508717,"5/8""",,
" 13,343 ",28,74.55,202205,358,ILIILI,RES,R,83508716,"5/8""",,
" 11,943 ",28,67.8,202205,358,ILIILI,RES,R,83508715,"5/8""",,
" 3,757 ",28,31.45,202205,358,ILIILI,RES,R,83508714,"5/8""",,
" 2,496 ",28,26,202205,358,FUTIGA,RES,R,83508713,"5/8""",,
" 5,042 ",28,37,202205,358,ILIILI,RES,R,83508712,"5/8""",,
" 4,550 ",28,34.88,202205,358,ILIILI,RES,R,83508711,"5/8""",,
" 109,772 ",28,514.89,202205,358,FUTIGA,SGS,C,83508710,"5/8""",,
" 5,085 ",28,37.19,202205,358,ILIILI,RES,R,83508709,"5/8""",,
" 7,209 ",28,46.37,202205,358,ILIILI,RES,R,83508708,"5/8""",,
" 7,761 ",28,48.75,202205,358,FUTIGA,RES,R,83508707,"5/8""",,
" 20,871 ",28,111.28,202205,358,FUTIGA,RES,R,83508706,"5/8""",,
 -   ,28,15.21,202205,358,FUTIGA,SGS,C,83508705,"5/8""",,
" 37,534 ",30,203.73,202205,215,UTULEI,ASG,GL1,83508704,"5/8""",,
" 9,838 ",28,57.73,202205,358,FUTIGA,RES,R,83508703,"5/8""",,
" 8,311 ",28,51.13,202205,358,FUTIGA,RES,R,83508702,"5/8""",,
" 29,595 ",28,157.71,202205,358,FUTIGA,RES,R,83508701,"5/8""",,
" 35,676 ",28,192.92,202205,358,FUTIGA,RES,R,83508700,"5/8""",,
" 13,364 ",28,74.65,202205,358,FUTIGA,RES,R,83508699,"5/8""",,
" 26,651 ",28,142.04,202205,358,MALAELOA,RES,R,83508698,"5/8""",,
" 8,994 ",28,54.08,202205,358,FUTIGA,RES,R,83508697,"5/8""",,
" 8,986 ",31,54.05,202205,358,FUTIGA,RES,R,83508696,"5/8""",,
" 6,849 ",28,44.81,202205,358,FUTIGA,RES,R,83508695,"5/8""",,
" 7,262 ",28,46.6,202205,358,FUTIGA,RES,R,83508694,"5/8""",,
" 6,622 ",28,43.83,202205,358,FUTIGA,RES,R,83508693,"5/8""",,
" 3,511 ",28,30.38,202205,358,FUTIGA,RES,R,83508692,"5/8""",,
" 25,486 ",28,135.85,202205,358,FUTIGA,RES,R,83508691,"5/8""",,
" 7,323 ",28,46.86,202205,358,FUTIGA,RES,R,83508690,"5/8""",,
" 18,694 ",28,100.35,202205,358,FUTIGA,RES,R,83508689,"5/8""",,
" 11,302 ",28,64.71,202205,358,FUTIGA,RES,R,83508688,"5/8""",,
" 17,726 ",28,95.68,202205,358,FUTIGA,RES,R,83508687,"5/8""",,
" 5,010 ",28,36.86,202205,358,FUTIGA,RES,R,83508685,"5/8""",,
" 9,352 ",28,55.63,202205,358,FUTIGA,RES,R,83508684,"5/8""",,
" 56,401 ",28,313.57,202205,358,FUTIGA,RES,R,83508683,"5/8""",,
" 24,691 ",28,131.62,202205,358,FUTIGA,RES,R,83508682,"5/8""",,
" 1,487 ",28,21.63,202205,358,FUTIGA,RES,R,83508681,"5/8""",,
" 4,792 ",28,35.92,202205,358,FUTIGA,RES,R,83508680,"5/8""",,
" 4,511 ",28,34.7,202205,358,FUTIGA,RES,R,83508679,"5/8""",,
" 9,465 ",28,56.12,202205,358,FUTIGA,RES,R,83508678,"5/8""",,
" 1,016 ",30,19.6,202205,330,FOGAGOGO,RES,R,83508677,"5/8""",,
" 7,932 ",28,49.49,202205,358,FUTIGA,RES,R,83508676,"5/8""",,
 3 ,5,2.55,202205,206,PAGO PAGO,RES,R,83508675,"5/8""",,
" 7,317 ",28,46.84,202205,358,FUTIGA,RES,R,83508674,"5/8""",,
" 5,945 ",28,40.9,202205,358,FUTIGA,RES,R,83508671,"5/8""",,
" 4,138 ",28,33.09,202205,358,FUTIGA,RES,R,83508670,"5/8""",,
 367 ,28,16.79,202205,358,FUTIGA,RES,R,83508669,"5/8""",,
" 5,017 ",28,36.89,202205,358,FUTIGA,RES,R,83508668,"5/8""",,
" 11,917 ",28,67.68,202205,358,FUTIGA,RES,R,83508667,"5/8""",,
" 153,398 ",28,878.29,202205,358,FUTIGA,RES,R,83508666,"5/8""",,
" 27,557 ",28,146.86,202205,358,FUTIGA,RES,R,83508665,"5/8""",,
" 21,008 ",28,112.01,202205,358,FUTIGA,RES,R,83508664,"5/8""",,
" 12,348 ",28,69.75,202205,358,FUTIGA,RES,R,83508663,"5/8""",,
" 10,425 ",28,60.48,202205,358,FUTIGA,RES,R,83508662,"5/8""",,
" 3,204 ",28,29.06,202205,358,FUTIGA,RES,R,83508661,"5/8""",,
" 3,343 ",28,29.66,202205,358,FUTIGA,RES,R,83508660,"5/8""",,
" 20,592 ",28,109.8,202205,358,FUTIGA,RES,R,83508659,"5/8""",,
" 14,941 ",28,82.26,202205,358,TAPUTIMU,RES,R,83508658,"5/8""",,
" 2,156 ",28,24.53,202205,358,FUTIGA,RES,R,83508657,"5/8""",,
" 10,800 ",28,62.29,202205,358,FUTIGA,RES,R,83508656,"5/8""",,
" 16,531 ",28,89.93,202205,358,FUTIGA,RES,R,83508655,"5/8""",,
" 6,082 ",28,41.5,202205,358,FUTIGA,RES,R,83508654,"5/8""",,
" 12,575 ",28,70.85,202205,358,FUTIGA,RES,R,83508653,"5/8""",,
" 27,779 ",28,148.05,202205,358,MALAELOA,RES,R,83508652,"5/8""",,
" 2,783 ",30,27.24,202205,346,FALENIU,RES,R,83508651,"5/8""",,
" 6,574 ",30,43.63,202205,346,FALENIU,RES,R,83508650,"5/8""",,
" 6,721 ",28,44.26,202205,363,VAILOA,RES,R,83508647,"5/8""",,
" 14,414 ",30,79.72,202205,346,FALENIU,RES,R,83508646,"5/8""",,
" 8,279 ",28,50.99,202205,358,FUTIGA,RES,R,83508645,"5/8""",,
" 1,023 ",30,19.63,202205,313,TAFUNA,RES,R,83508644,"5/8""",,
 850 ,30,18.88,202205,322,TAFUNA,RES,R,83508643,"5/8""",,
" 53,076 ",32,294.22,202205,320,TAFUNA,RES,R,83508642,"5/8""",,
" 4,672 ",27,35.4,202205,333,TAFUNA,RES,R,83508641,"5/8""",,
" 24,379 ",35,129.96,202205,316,TAFUNA,RES,R,83508640,"5/8""",,
" 1,085 ",30,20.15,202205,306,NUUULI,SGS,C,83508639,"5/8""",,
" 13,564 ",32,75.62,202205,316,TAFUNA,RES,R,83508638,"5/8""",,
" 16,889 ",30,91.65,202205,212,FAGATOGO,RES,R,83508637,"5/8""",,
 4 ,32,15.23,202205,404,AOA,RES,R,83508636,"5/8""",,
" 8,114 ",30,50.28,202205,209,FAGATOGO,RES,R,83508635,"5/8""",,
 1 ,32,15.21,202205,203,PAGO PAGO,RES,R,83508634,"5/8""",,
 2 ,32,15.22,202205,321,TAFUNA,RES,R,83508633,"5/8""",,
" 11,040 ",32,63.45,202205,312,TAFUNA,RES,R,83508632,"5/8""",,
" 13,139 ",30,75.02,202205,205,PAGO PAGO,SGS,C,83508631,"5/8""",,
" 26,174 ",30,139.51,202205,330,FOGAGOGO,RES,R,83508630,"5/8""",,
" 4,889 ",32,36.34,202205,321,TAFUNA,RES,R,83508628,"5/8""",,
" 10,222 ",32,59.5,202205,321,TAFUNA,RES,R,83508626,"5/8""",,
" 17,938 ",32,96.86,202205,331,TAFUNA,SGS,C,83508625,"5/8""",,
" 15,140 ",32,83.22,202205,321,TAFUNA,RES,R,83508624,"5/8""",,
" 5,104 ",32,37.27,202205,319,TAFUNA,RES,R,83508622,"5/8""",,
 -   ,30,15.21,202205,328,TAFUNA,SGS,C,83508621,"5/8""",,
 850 ,30,18.88,202205,306,NUUULI,RES,R,83508620,"5/8""",,
" 3,776 ",30,31.53,202205,339,ILIILI,RES,R,83508618,"5/8""",,
" 3,297 ",30,29.46,202205,330,FOGAGOGO,RES,R,83508617,"5/8""",,
" 20,595 ",32,109.81,202205,113,LELOALOA,RES,R,83508616,"5/8""",,
" 5,352 ",30,38.34,202205,346,FALENIU,RES,R,83508615,"5/8""",,
 874 ,30,18.99,202205,214,FAGATOGO,RES,R,83508614,"5/8""",,
" 5,476 ",30,38.88,202205,209,FAGATOGO,RES,R,83508613,"5/8""",,
" 6,585 ",30,43.67,202205,307,NUUULI,RES,R,83508612,"5/8""",,
" 20,412 ",30,108.85,202205,335,ILIILI,RES,R,83508611,"5/8""",,
" 59,804 ",30,333.39,202205,334,ILIILI,RES,R,83508610,"5/8""",,
" 5,076 ",30,37.15,202205,308,NUUULI,RES,R,83508609,"5/8""",,
" 2,556 ",30,26.25,202205,329,TAFUNA,RES,R,83508608,"5/8""",,
" 6,874 ",30,44.92,202205,220,FATUMAFUTI,RES,R,83508607,"5/8""",,
" 5,771 ",30,40.15,202205,303,NUUULI,RES,R,83508606,"5/8""",,
" 24,195 ",30,128.97,202205,304,NUUULI,RES,R,83508605,"5/8""",,
" 7,741 ",28,48.66,202205,377,ATAULOMA,RES,R,83508604,"5/8""",,
" 1,272 ",32,20.7,202205,406,VATIA,RES,R,83508603,"5/8""",,
" 2,379 ",30,25.5,202205,346,FALENIU,RES,R,83508601,"5/8""",,
" 11,995 ",28,68.05,202205,368,LEONE,RES,R,83508600,"5/8""",,
" 5,324 ",32,38.22,202205,102,TULA,RES,R,83508599,"5/8""",,
" 4,828 ",32,36.08,202205,323,TAFUNA,RES,R,83508598,"5/8""",,
" 8,685 ",30,52.75,202205,325,TAFUNA,RES,R,83508597,"5/8""",,
" 2,632 ",28,26.59,202205,358,FUTIGA,RES,R,83508596,"5/8""",,
" 5,666 ",28,39.69,202205,359,MALAELOA,RES,R,83508595,"5/8""",,
 731 ,32,18.36,202205,331,TAFUNA,RES,R,83508594,"5/8""",,
" 4,848 ",28,37.28,202205,359,MALAELOA,SGS,C,83508593,"5/8""",,
 313 ,28,16.56,202205,359,MALAELOA,RES,R,83508592,"5/8""",,
" 36,082 ",28,195.28,202205,359,MALAELOA,RES,R,83508591,"5/8""",,
 -   ,30,15.21,202205,303,NUUULI,RES,R,83508590,"5/8""",,
 -   ,32,15.21,202205,115,ATUU,RES,R,83508589,"5/8""",,
" 16,163 ",28,88.78,202205,359,MALAELOA,SGS,C,83508588,"5/8""",,
" 18,010 ",28,97.05,202205,359,MALAELOA,RES,R,83508587,"5/8""",,
" 12,367 ",28,69.85,202205,359,MALAELOA,RES,R,83508586,"5/8""",,
" 2,653 ",30,26.68,202205,218,FAGAALU,RES,R,83508585,"5/8""",,
" 2,671 ",28,26.75,202205,359,LEONE,RES,R,83508584,"5/8""",,
" 21,858 ",28,116.53,202205,359,MALAELOA,RES,R,83508583,"5/8""",,
" 7,016 ",28,45.54,202205,359,MALAELOA,RES,R,83508582,"5/8""",,
" 13,768 ",28,76.6,202205,359,MALAELOA,RES,R,83508581,"5/8""",,
" 101,820 ",28,578,202205,359,MALAELOA,RES,R,83508580,"5/8""",,
" 9,305 ",28,55.43,202205,359,MALAELOA,RES,R,83508579,"5/8""",,
" 6,410 ",28,42.92,202205,359,MALAELOA,RES,R,83508578,"5/8""",,
" 25,562 ",28,136.25,202205,359,LEONE,RES,R,83508577,"5/8""",,
" 9,186 ",28,54.91,202205,358,FUTIGA,RES,R,83508576,"5/8""",,
 592 ,28,17.9,202205,359,LEONE,SGS,C,83508575,"5/8""",,
" 4,585 ",28,35.03,202205,359,MALAELOA,RES,R,83508574,"5/8""",,
" 9,001 ",28,54.11,202205,359,MALAELOA,RES,R,83508573,"5/8""",,
" 1,158 ",30,20.21,202205,303,NUUULI,RES,R,83508572,"5/8""",,
" 12,229 ",28,69.18,202205,359,MALAELOA,RES,R,83508571,"5/8""",,
" 2,174 ",28,24.61,202205,359,MALAELOA,RES,R,83508570,"5/8""",,
" 5,508 ",28,39.01,202205,359,MALAELOA,RES,R,83508569,"5/8""",,
" 5,430 ",28,38.68,202205,359,LEONE,RES,R,83508568,"5/8""",,
" 33,995 ",28,183.13,202205,359,MALAELOA,RES,R,83508567,"5/8""",,
" 2,786 ",28,27.26,202205,359,MALAELOA,RES,R,83508566,"5/8""",,
" 17,717 ",28,95.64,202205,359,LEONE,RES,R,83508565,"5/8""",,
" 37,383 ",28,202.85,202205,359,MALAELOA,RES,R,83508564,"5/8""",,
" 25,021 ",28,133.37,202205,359,MALAELOA,RES,R,83508563,"5/8""",,
" 20,251 ",28,107.98,202205,359,LEONE,RES,R,83508562,"5/8""",,
" 16,812 ",28,91.28,202205,359,MALAELOA,RES,R,83508561,"5/8""",,
" 8,167 ",28,50.51,202205,359,MALAELOA,RES,R,83508560,"5/8""",,
" 4,734 ",28,35.67,202205,359,MALAELOA,RES,R,83508559,"5/8""",,
" 6,656 ",28,43.98,202205,359,MALAELOA,RES,R,83508558,"5/8""",,
" 7,222 ",28,46.43,202205,359,MALAELOA,RES,R,83508557,"5/8""",,
" 7,668 ",28,48.35,202205,359,MALAELOA,RES,R,83508556,"5/8""",,
" 8,587 ",28,52.32,202205,359,MALAELOA,RES,R,83508555,"5/8""",,
" 19,398 ",28,103.75,202205,359,MALAELOA,RES,R,83508554,"5/8""",,
" 1,547 ",28,21.9,202205,359,MALAELOA,RES,R,83508553,"5/8""",,
" 1,393 ",28,21.23,202205,359,MALAELOA,RES,R,83508552,"5/8""",,
" 5,121 ",28,37.34,202205,359,MALAELOA,RES,R,83508551,"5/8""",,
" 7,313 ",28,46.81,202205,359,MALAELOA,RES,R,83508550,"5/8""",,
" 19,488 ",28,104.18,202205,359,MALAELOA,RES,R,83508549,"5/8""",,
" 5,117 ",28,37.32,202205,359,MALAELOA,RES,R,83508548,"5/8""",,
" 3,847 ",28,31.83,202205,359,MALAELOA,RES,R,83508547,"5/8""",,
" 1,467 ",28,21.55,202205,359,MALAELOA,RES,R,83508546,"5/8""",,
" 28,161 ",28,150.08,202205,359,MALAELOA,RES,R,83508545,"5/8""",,
" 11,961 ",28,67.89,202205,359,MALAELOA,RES,R,83508544,"5/8""",,
" 5,519 ",28,39.07,202205,359,MALAELOA,RES,R,83508543,"5/8""",,
" 5,628 ",26,39.53,202205,359,LEONE,RES,R,83508542,"5/8""",,
" 24,895 ",28,132.7,202205,359,MALAELOA,RES,R,83508541,"5/8""",,
" 8,937 ",28,53.84,202205,359,MALAELOA,RES,R,83508540,"5/8""",,
" 2,633 ",28,26.59,202205,359,MALAELOA,RES,R,83508539,"5/8""",,
" 3,664 ",28,31.05,202205,359,MALAELOA,RES,R,83508538,"5/8""",,
" 284,804 ",28,1643.34,202205,359,MALAELOA,RES,R,83508537,"5/8""",,
" 17,957 ",28,96.8,202205,359,MALAELOA,RES,R,83508535,"5/8""",,
" 15,500 ",28,84.95,202205,359,LEONE,RES,R,83508534,"5/8""",,
" 23,471 ",28,122.05,202205,359,LEONE,SGS,C,83508533,"5/8""",,
 142 ,28,15.86,202205,108,FAGAITUA,ASG,GL2,83508532,"5/8""",,
" 2,992 ",28,28.14,202205,368,LEONE,RES,R,83508531,"5/8""",,
" 7,695 ",28,48.47,202205,368,LEONE,RES,R,83508530,"5/8""",,
" 1,847 ",28,23.19,202205,368,LEONE,RES,R,83508529,"5/8""",,
" 16,816 ",28,91.3,202205,368,LEONE,RES,R,83508528,"5/8""",,
" 36,672 ",28,198.71,202205,368,LEONE,RES,R,83508527,"5/8""",,
" 13,086 ",28,73.31,202205,368,LEONE,RES,R,83508526,"5/8""",,
 87 ,28,15.6,202205,368,LEONE,SGS,C,83508525,"5/8""",,
" 16,661 ",28,90.55,202205,368,LEONE,RES,R,83508524,"5/8""",,
" 2,339 ",28,25.32,202205,368,LEONE,RES,R,83508522,"5/8""",,
" 4,693 ",28,35.49,202205,368,LEONE,RES,R,83508521,"5/8""",,
" 6,560 ",28,43.57,202205,368,LEONE,RES,R,83508520,"5/8""",,
" 4,074 ",28,32.82,202205,368,LEONE,RES,R,83508519,"5/8""",,
" 6,466 ",28,43.16,202205,368,LEONE,RES,R,83508518,"5/8""",,
" 6,896 ",28,45.02,202205,368,LEONE,RES,R,83508517,"5/8""",,
" 8,819 ",28,53.32,202205,368,LEONE,RES,R,83508516,"5/8""",,
